"","mos_ethnicity","complainant_ethnicity"
"14763","Asian","Black"
"14764","Asian","Hispanic"
"14765","Asian","Hispanic"
"14766","Asian","Hispanic"
"14767","Asian","Hispanic"
"14768","Asian","Hispanic"
"14769","Asian","Hispanic"
"14770","Asian","Other Race"
"14771","Asian","Black"
"14772","Asian",NA
"14773","White","Black"
"14774","White","Black"
"14775","White","Black"
"14776","White","Black"
"14777","White","Black"
"14778","White","Black"
"14779","White","Black"
"14780","White","Black"
"14781","White","Black"
"14782","White",NA
"14783","White","Black"
"14784","White",NA
"14785","White","Black"
"14786","White","Black"
"14787","White","Black"
"14788","White","Black"
"14789","Hispanic","Black"
"14790","Hispanic","Black"
"14791","Hispanic","Black"
"14792","Hispanic","Black"
"14793","Hispanic","Black"
"14794","Hispanic","Black"
"14795","Hispanic","Black"
"14796","Hispanic","Black"
"14797","Hispanic","Unknown"
"14798","Hispanic","Black"
"14799","Hispanic","Black"
"14800","Hispanic",NA
"14801","Hispanic","Black"
"14802","Hispanic","Hispanic"
"14803","Hispanic","Hispanic"
"14804","Hispanic",NA
"14805","Hispanic",NA
"14806","White","Black"
"14807","White","Black"
"14808","Hispanic","Hispanic"
"14809","Hispanic","Hispanic"
"14810","Hispanic","Hispanic"
"14811","Hispanic","Hispanic"
"14812","Hispanic","Hispanic"
"14813","Hispanic","Hispanic"
"14814","Hispanic","Hispanic"
"14815","Hispanic","Hispanic"
"14816","Hispanic","Hispanic"
"14817","Hispanic","Black"
"14818","Hispanic","Black"
"14819","Hispanic","Hispanic"
"14820","Hispanic","Hispanic"
"14821","Hispanic",NA
"14822","Hispanic","Black"
"14823","Hispanic","Black"
"14824","Hispanic","Black"
"14825","Hispanic",NA
"14826","Hispanic",NA
"14827","Hispanic","Black"
"14828","Hispanic","Black"
"14829","Hispanic","Black"
"14830","Hispanic","Black"
"14831","Hispanic","Black"
"14832","Hispanic","Black"
"14833","Hispanic","Black"
"14834","Hispanic","Black"
"14835","Hispanic",NA
"14836","Hispanic",NA
"14837","Hispanic","Black"
"14838","Hispanic","Black"
"14839","Hispanic","White"
"14840","Hispanic","White"
"14841","Hispanic","Refused"
"14842","Hispanic","Refused"
"14843","White","Black"
"14844","White","Unknown"
"14845","White","Unknown"
"14846","White","Black"
"14847","White",NA
"14848","White",NA
"14849","White","Black"
"14850","White","Hispanic"
"14851","White","White"
"14852","White","Black"
"14853","White","White"
"14854","White",NA
"14855","White",NA
"14856","White","Black"
"14857","White",NA
"14858","White","Black"
"14859","White","Black"
"14860","White",NA
"14861","White","Black"
"14862","White",NA
"14863","White","Hispanic"
"14864","White",NA
"14865","White","Black"
"14866","White","Black"
"14867","White","Black"
"14868","White","Black"
"14869","White","Black"
"14870","White","Black"
"14871","White","Black"
"14872","White","Black"
"14873","White","Black"
"14874","White",NA
"14875","White","Hispanic"
"14876","White",NA
"14877","White","Black"
"14878","White","Black"
"14879","White","Black"
"14880","White",NA
"14881","Hispanic","Black"
"14882","Hispanic","Black"
"14883","Hispanic","Black"
"14884","Hispanic","Black"
"14885","Hispanic","Black"
"14886","Hispanic","Black"
"14887","Hispanic","Black"
"14888","Hispanic","Black"
"14889","Hispanic","Black"
"14890","Hispanic","Black"
"14891","Hispanic","Hispanic"
"14892","Hispanic","Hispanic"
"14893","Hispanic","Hispanic"
"14894","Hispanic","Hispanic"
"14895","Hispanic","Hispanic"
"14896","Hispanic","Black"
"14897","Hispanic","Black"
"14898","White","White"
"14899","White","Black"
"14900","White","Hispanic"
"14901","White",NA
"14902","White","Black"
"14903","White","Black"
"14904","White","Black"
"14905","White","Black"
"14906","White","Black"
"14907","White","Black"
"14908","White","Black"
"14909","White","White"
"14910","White","White"
"14911","White","Black"
"14912","White","Black"
"14913","White","Hispanic"
"14914","White","Hispanic"
"14915","White","Hispanic"
"14916","White","Hispanic"
"14917","White","Hispanic"
"14918","White","Hispanic"
"14919","White","Hispanic"
"14920","Black","Black"
"14921","Black","Black"
"14922","Black","Black"
"14923","Black","Black"
"14924","Black","Black"
"14925","Black","Black"
"14926","Black","Black"
"14927","Black","Black"
"14928","Black","Black"
"14929","Black","Black"
"14930","Black","Black"
"14931","Black","Black"
"14932","Black","Black"
"14933","Black","Black"
"14934","Black","Black"
"14935","Black","Black"
"14936","Black",NA
"14937","Black","Hispanic"
"14938","Black","Hispanic"
"14939","Black","Asian"
"14940","Black","Black"
"14941","Black","Black"
"14942","Black",NA
"14943","Black","Black"
"14944","Black","Black"
"14945","Black","Black"
"14946","Black","Black"
"14947","Black","Black"
"14948","Black","Black"
"14949","Black","Black"
"14950","Black","Hispanic"
"14951","Black",NA
"14952","White",NA
"14953","White","Black"
"14954","White","Black"
"14955","White","Black"
"14956","White","Black"
"14957","White","Black"
"14958","White","Black"
"14959","White","Black"
"14960","White","Black"
"14961","Asian","Hispanic"
"14962","Asian","Hispanic"
"14963","Asian",NA
"14964","Asian","Hispanic"
"14965","Asian","Hispanic"
"14966","Asian","Hispanic"
"14967","Asian","Black"
"14968","Asian","Black"
"14969","Asian","Hispanic"
"14970","Asian","Hispanic"
"14971","Asian","Hispanic"
"14972","Asian","Hispanic"
"14973","Asian","Black"
"14974","Asian","Black"
"14975","Asian","Black"
"14976","Asian","Black"
"14977","Asian","Hispanic"
"14978","Asian","Hispanic"
"14979","Asian","Black"
"14980","Asian","Black"
"14981","White","Black"
"14982","White","Hispanic"
"14983","White","Hispanic"
"14984","White","Hispanic"
"14985","White","Hispanic"
"14986","White","Asian"
"14987","Black","Black"
"14988","Black","Black"
"14989","Black","Hispanic"
"14990","Black","Black"
"14991","Black","Black"
"14992","Black","Black"
"14993","Black","Black"
"14994","Black","Hispanic"
"14995","Black","Hispanic"
"14996","Black","Hispanic"
"14997","White","Asian"
"14998","White","Hispanic"
"14999","White",NA
"15000","White",NA
"15001","White","Black"
"15002","White","Black"
"15003","White","Black"
"15004","Hispanic","Black"
"15005","Hispanic","Black"
"15006","Hispanic","Black"
"15007","Hispanic","Black"
"15008","White","Black"
"15009","White","Black"
"15010","White","Black"
"15011","White","Black"
"15012","White","Black"
"15013","White","Black"
"15014","White","Black"
"15015","White","Black"
"15016","White",NA
"15017","White","Black"
"15018","Hispanic","Black"
"15019","Hispanic","Black"
"15020","Hispanic","Black"
"15021","Hispanic","Black"
"15022","Hispanic","Black"
"15023","Hispanic","Black"
"15024","Hispanic","Black"
"15025","Hispanic",NA
"15026","Hispanic",NA
"15027","Hispanic",NA
"15028","Hispanic","Hispanic"
"15029","Hispanic",NA
"15030","Hispanic","Black"
"15031","Hispanic","Black"
"15032","Hispanic","Black"
"15033","Hispanic","Black"
"15034","Hispanic",NA
"15035","Hispanic","Black"
"15036","Hispanic",NA
"15037","White","Hispanic"
"15038","White","Hispanic"
"15039","White","Hispanic"
"15040","White","Hispanic"
"15041","White","Black"
"15042","White","Black"
"15043","White","Black"
"15044","White",NA
"15045","White","White"
"15046","White","White"
"15047","White","White"
"15048","White","Hispanic"
"15049","Hispanic","Hispanic"
"15050","Hispanic","Black"
"15051","Hispanic","Black"
"15052","Hispanic","Black"
"15053","Hispanic",NA
"15054","Hispanic",NA
"15055","Hispanic",NA
"15056","Hispanic","Hispanic"
"15057","Hispanic","Hispanic"
"15058","Hispanic","Hispanic"
"15059","Hispanic","Black"
"15060","Hispanic","Black"
"15061","Hispanic","Black"
"15062","Hispanic",NA
"15063","Hispanic",NA
"15064","Hispanic","Hispanic"
"15065","Hispanic",NA
"15066","Hispanic","Hispanic"
"15067","White","White"
"15068","White","Black"
"15069","Black","Black"
"15070","Black","Black"
"15071","Black","Black"
"15072","Black","Black"
"15073","White",NA
"15074","White",NA
"15075","White",NA
"15076","White",NA
"15077","White",NA
"15078","White",NA
"15079","White",NA
"15080","White",NA
"15081","White",NA
"15082","White",NA
"15083","White",NA
"15084","White",NA
"15085","White",NA
"15086","White",NA
"15087","White",NA
"15088","White","White"
"15089","White","American Indian"
"15090","White","Black"
"15091","White","Black"
"15092","White","Black"
"15093","White",NA
"15094","White","Black"
"15095","White",NA
"15096","White","Unknown"
"15097","White",NA
"15098","White","Black"
"15099","White",NA
"15100","White",NA
"15101","Asian","Other Race"
"15102","White","Hispanic"
"15103","White","Hispanic"
"15104","White","Hispanic"
"15105","White",NA
"15106","White","Hispanic"
"15107","White","Hispanic"
"15108","White","Hispanic"
"15109","White","Hispanic"
"15110","White","Hispanic"
"15111","White","Hispanic"
"15112","White","Hispanic"
"15113","White","Hispanic"
"15114","White","Hispanic"
"15115","White","Hispanic"
"15116","White","Hispanic"
"15117","White","Hispanic"
"15118","White","Hispanic"
"15119","White","Black"
"15120","White","Black"
"15121","White","Black"
"15122","White","Black"
"15123","White","Black"
"15124","White","Black"
"15125","White","Black"
"15126","White","Hispanic"
"15127","White","Black"
"15128","White","Black"
"15129","White","Black"
"15130","White","Black"
"15131","White","White"
"15132","White","White"
"15133","White","Asian"
"15134","White","Black"
"15135","White","Black"
"15136","White","Black"
"15137","White",NA
"15138","White","Black"
"15139","White","Black"
"15140","White","Black"
"15141","White","Black"
"15142","White","Black"
"15143","White","Black"
"15144","White","Black"
"15145","White","Asian"
"15146","White","Black"
"15147","Black","Black"
"15148","Black",NA
"15149","Black","Black"
"15150","Black","Black"
"15151","Black","Black"
"15152","Black","Black"
"15153","Black","Black"
"15154","Black","Black"
"15155","Black","Black"
"15156","Black","Black"
"15157","Black","Black"
"15158","Black","Black"
"15159","Black","Black"
"15160","Black","Black"
"15161","Black","Black"
"15162","Black","Black"
"15163","White",NA
"15164","White",NA
"15165","White",NA
"15166","White",NA
"15167","White",NA
"15168","White",NA
"15169","White",NA
"15170","White",NA
"15171","White",NA
"15172","White",NA
"15173","White",NA
"15174","White",NA
"15175","White",NA
"15176","White",NA
"15177","White",NA
"15178","White",NA
"15179","White","Hispanic"
"15180","White","Hispanic"
"15181","White",NA
"15182","White","Hispanic"
"15183","White","Hispanic"
"15184","White","Hispanic"
"15185","White","Hispanic"
"15186","White","Hispanic"
"15187","White","Hispanic"
"15188","White","Black"
"15189","White","Black"
"15190","White","Black"
"15191","White","Black"
"15192","White","Black"
"15193","White","Black"
"15194","White","Black"
"15195","White",NA
"15196","White","Black"
"15197","White","Hispanic"
"15198","White","Black"
"15199","White","Black"
"15200","White",NA
"15201","White","Black"
"15202","White","Hispanic"
"15203","White","Black"
"15204","White","Black"
"15205","White","Black"
"15206","White","Black"
"15207","White","Black"
"15208","White","Black"
"15209","White","Black"
"15210","White","Black"
"15211","White",NA
"15212","White","Black"
"15213","White","Black"
"15214","White","Black"
"15215","White",NA
"15216","White","Black"
"15217","White","Black"
"15218","White","Black"
"15219","White","Black"
"15220","White","Black"
"15221","White","Black"
"15222","White","Black"
"15223","White","Black"
"15224","White","Black"
"15225","White","Black"
"15226","White","Black"
"15227","White","Black"
"15228","White","Black"
"15229","White","Black"
"15230","White","Black"
"15231","White","Black"
"15232","White",NA
"15233","White",NA
"15234","White",NA
"15235","White",NA
"15236","White",NA
"15237","White",NA
"15238","White",NA
"15239","White",NA
"15240","White",NA
"15241","White",NA
"15242","White",NA
"15243","White",NA
"15244","White",NA
"15245","White",NA
"15246","White",NA
"15247","White",NA
"15248","White",NA
"15249","White",NA
"15250","White",NA
"15251","White",NA
"15252","White","Hispanic"
"15253","White","Hispanic"
"15254","White","Hispanic"
"15255","White","Hispanic"
"15256","White",NA
"15257","Hispanic","Black"
"15258","Hispanic","Black"
"15259","Hispanic","Black"
"15260","Hispanic","Black"
"15261","Hispanic",NA
"15262","White","Black"
"15263","White","Black"
"15264","White","Black"
"15265","White","Black"
"15266","White",NA
"15267","White",NA
"15268","White","Black"
"15269","White","Black"
"15270","White","Black"
"15271","White","Black"
"15272","White","Black"
"15273","White","Black"
"15274","White","Black"
"15275","White","Black"
"15276","White","Hispanic"
"15277","White","Black"
"15278","White","Black"
"15279","White","Black"
"15280","White","Black"
"15281","White","Black"
"15282","White","Black"
"15283","White","Black"
"15284","White",NA
"15285","White",NA
"15286","White","Black"
"15287","White",NA
"15288","White","Black"
"15289","White",NA
"15290","White","White"
"15291","White","Hispanic"
"15292","White","Hispanic"
"15293","White","White"
"15294","White","Other Race"
"15295","White",NA
"15296","White","Black"
"15297","White","Black"
"15298","White","Black"
"15299","White","Black"
"15300","White","White"
"15301","Black","Hispanic"
"15302","Black","Black"
"15303","Black","Black"
"15304","Black","Black"
"15305","Black","Hispanic"
"15306","Black","Hispanic"
"15307","Black","Refused"
"15308","Black","Refused"
"15309","Black","Black"
"15310","Black","Black"
"15311","Black","Asian"
"15312","Black","Asian"
"15313","Black","Asian"
"15314","Black","White"
"15315","White","Hispanic"
"15316","White","Hispanic"
"15317","White","Hispanic"
"15318","White",NA
"15319","White","Hispanic"
"15320","Hispanic","Hispanic"
"15321","Hispanic","Hispanic"
"15322","Hispanic","Hispanic"
"15323","White","Black"
"15324","White","Black"
"15325","White","Black"
"15326","White","Black"
"15327","White","Black"
"15328","White","Black"
"15329","White","Black"
"15330","White","Black"
"15331","White","Black"
"15332","White","Black"
"15333","White","Black"
"15334","White","Black"
"15335","White","Hispanic"
"15336","White","Hispanic"
"15337","White","Black"
"15338","White","Black"
"15339","White","Black"
"15340","White","Black"
"15341","White","Black"
"15342","White","Black"
"15343","White","Black"
"15344","White","Black"
"15345","White","Black"
"15346","White","Black"
"15347","White","Black"
"15348","White","Black"
"15349","White","Black"
"15350","Black",NA
"15351","Black","Black"
"15352","Black","Black"
"15353","Black","Black"
"15354","Black","Black"
"15355","Black","Black"
"15356","Black","Hispanic"
"15357","Black","Hispanic"
"15358","Black","Hispanic"
"15359","Black","Hispanic"
"15360","Black","Hispanic"
"15361","Black","Black"
"15362","Black","Black"
"15363","Black","Black"
"15364","Black","Black"
"15365","Black","Black"
"15366","Black","Hispanic"
"15367","Black","Hispanic"
"15368","Black","Black"
"15369","Black","Black"
"15370","Black","Black"
"15371","Black","Black"
"15372","Black","Black"
"15373","Black","Black"
"15374","Black","Black"
"15375","Black","Black"
"15376","Asian","White"
"15377","Asian","Black"
"15378","Asian","Black"
"15379","Asian","Black"
"15380","Asian","Black"
"15381","Asian","Black"
"15382","Asian","Black"
"15383","White","Unknown"
"15384","White","Unknown"
"15385","Black",NA
"15386","Black","Unknown"
"15387","Black","Black"
"15388","Black","Black"
"15389","Black","American Indian"
"15390","Black","Black"
"15391","Black","Black"
"15392","Black","Black"
"15393","Black","Black"
"15394","Black","Black"
"15395","Hispanic","Black"
"15396","Hispanic","White"
"15397","Hispanic","White"
"15398","Hispanic",NA
"15399","Hispanic",NA
"15400","Hispanic",NA
"15401","Hispanic",NA
"15402","Hispanic","Hispanic"
"15403","Hispanic","Hispanic"
"15404","Hispanic",NA
"15405","Hispanic","White"
"15406","White","Black"
"15407","White","Black"
"15408","White","White"
"15409","White","Black"
"15410","White","White"
"15411","White","White"
"15412","White","White"
"15413","White","White"
"15414","White","White"
"15415","White","White"
"15416","White","White"
"15417","White","White"
"15418","White","Black"
"15419","White","Black"
"15420","Black","White"
"15421","Black","Black"
"15422","Black","Unknown"
"15423","Black","Black"
"15424","Black","Black"
"15425","Black","Unknown"
"15426","Black","Black"
"15427","Black","Black"
"15428","Black","Other Race"
"15429","Black","Black"
"15430","Black","Black"
"15431","Black","Black"
"15432","Black","Black"
"15433","Black","White"
"15434","Black","White"
"15435","Black","Unknown"
"15436","Hispanic","Black"
"15437","Hispanic",NA
"15438","Hispanic","Black"
"15439","Hispanic","Hispanic"
"15440","Hispanic","Black"
"15441","Hispanic","Black"
"15442","Hispanic","Hispanic"
"15443","Hispanic","Hispanic"
"15444","Hispanic","Hispanic"
"15445","Hispanic",NA
"15446","Hispanic","Black"
"15447","Hispanic","Hispanic"
"15448","Hispanic","Hispanic"
"15449","Hispanic","Hispanic"
"15450","Hispanic",NA
"15451","Hispanic","Black"
"15452","Hispanic","Black"
"15453","Hispanic","Black"
"15454","Hispanic","Hispanic"
"15455","White","Hispanic"
"15456","White","Black"
"15457","White","Black"
"15458","White","Unknown"
"15459","White","Unknown"
"15460","White","Unknown"
"15461","White","Unknown"
"15462","White","Unknown"
"15463","White",NA
"15464","White",NA
"15465","White","Hispanic"
"15466","White",NA
"15467","White","Black"
"15468","White",NA
"15469","White","Hispanic"
"15470","White",NA
"15471","White","Hispanic"
"15472","White","Hispanic"
"15473","White","Hispanic"
"15474","White",NA
"15475","White","Black"
"15476","White","Black"
"15477","White",NA
"15478","White",NA
"15479","White",NA
"15480","White","Unknown"
"15481","White","Black"
"15482","White","Black"
"15483","White","Black"
"15484","White",NA
"15485","White","Hispanic"
"15486","White","Black"
"15487","White","Hispanic"
"15488","White","Hispanic"
"15489","White",NA
"15490","White","Black"
"15491","White","Black"
"15492","White","Unknown"
"15493","White","Black"
"15494","White","Hispanic"
"15495","White","Black"
"15496","White",NA
"15497","White",NA
"15498","White",NA
"15499","White","Black"
"15500","White","Black"
"15501","White","Black"
"15502","White","Black"
"15503","White","Hispanic"
"15504","White","Black"
"15505","White","Black"
"15506","White","Black"
"15507","White","Black"
"15508","White","Black"
"15509","White","Black"
"15510","White","Black"
"15511","White","Black"
"15512","White","Black"
"15513","White","Black"
"15514","Black",NA
"15515","Black",NA
"15516","Black",NA
"15517","Black",NA
"15518","Black",NA
"15519","Black",NA
"15520","Black",NA
"15521","Black",NA
"15522","Black",NA
"15523","Black",NA
"15524","Black",NA
"15525","Black",NA
"15526","Black",NA
"15527","Black",NA
"15528","Black",NA
"15529","Black",NA
"15530","Black",NA
"15531","Black",NA
"15532","Black",NA
"15533","Black",NA
"15534","Black","Black"
"15535","Black","Black"
"15536","Black","Black"
"15537","Black","Black"
"15538","Black","Black"
"15539","Black","Black"
"15540","Black","Black"
"15541","Black","Black"
"15542","Black","Black"
"15543","Black","Black"
"15544","Black","Black"
"15545","Black","Black"
"15546","Black","Black"
"15547","Black","Black"
"15548","Black","Black"
"15549","Black","Black"
"15550","Black","Black"
"15551","Black","Black"
"15552","Black","Black"
"15553","Black","Black"
"15554","Black","Black"
"15555","Black","Black"
"15556","Black","Black"
"15557","Black","Black"
"15558","Black","Black"
"15559","Black","Hispanic"
"15560","Black","Hispanic"
"15561","Black","Hispanic"
"15562","Black","Black"
"15563","Black","Black"
"15564","Black","Black"
"15565","Black",NA
"15566","Black","Black"
"15567","Black",NA
"15568","Black","Black"
"15569","Black","Black"
"15570","Black","Black"
"15571","Black",NA
"15572","Black","Black"
"15573","Black","Black"
"15574","Black","Black"
"15575","Black","Black"
"15576","White",NA
"15577","White",NA
"15578","White",NA
"15579","White",NA
"15580","White",NA
"15581","White",NA
"15582","White",NA
"15583","White","Black"
"15584","White",NA
"15585","White","Black"
"15586","White",NA
"15587","White",NA
"15588","White",NA
"15589","White",NA
"15590","White",NA
"15591","White",NA
"15592","White",NA
"15593","White",NA
"15594","Black",NA
"15595","Black",NA
"15596","Black",NA
"15597","Black","Black"
"15598","Black","Black"
"15599","Black","Hispanic"
"15600","Black","Hispanic"
"15601","Black","Hispanic"
"15602","Black","Hispanic"
"15603","White","Black"
"15604","White","Black"
"15605","White","Black"
"15606","White","Black"
"15607","White","Hispanic"
"15608","White","White"
"15609","White","Black"
"15610","White","Black"
"15611","White","Black"
"15612","White","Hispanic"
"15613","White","Hispanic"
"15614","White","Hispanic"
"15615","White",NA
"15616","White",NA
"15617","White",NA
"15618","White",NA
"15619","White","Asian"
"15620","White","Asian"
"15621","White","Black"
"15622","White","Black"
"15623","White","Black"
"15624","Hispanic","Hispanic"
"15625","Hispanic",NA
"15626","White",NA
"15627","White",NA
"15628","White",NA
"15629","White","Black"
"15630","White",NA
"15631","White","Black"
"15632","White","Black"
"15633","Black",NA
"15634","Black",NA
"15635","Black","White"
"15636","Black",NA
"15637","White","Hispanic"
"15638","White",NA
"15639","White","Hispanic"
"15640","White","Hispanic"
"15641","White","Hispanic"
"15642","White",NA
"15643","White","Black"
"15644","White","Black"
"15645","White",NA
"15646","White","Black"
"15647","White",NA
"15648","Hispanic","Hispanic"
"15649","Hispanic","Black"
"15650","Hispanic","Black"
"15651","Hispanic","Black"
"15652","Hispanic","Black"
"15653","Hispanic","Black"
"15654","Hispanic","Black"
"15655","Hispanic","Black"
"15656","Hispanic","Hispanic"
"15657","Hispanic","Hispanic"
"15658","Hispanic","Hispanic"
"15659","Hispanic","Black"
"15660","Hispanic","Black"
"15661","Hispanic","Black"
"15662","Hispanic","Hispanic"
"15663","White",NA
"15664","White",NA
"15665","White","Black"
"15666","White","Black"
"15667","White","Black"
"15668","White","Black"
"15669","White","Black"
"15670","White","Black"
"15671","White","Black"
"15672","White","Black"
"15673","White","Black"
"15674","White","Black"
"15675","White","Black"
"15676","White","Black"
"15677","White","Black"
"15678","White","Hispanic"
"15679","White","Hispanic"
"15680","White","Hispanic"
"15681","White",NA
"15682","White","Black"
"15683","White","Black"
"15684","White","Hispanic"
"15685","White","Hispanic"
"15686","White","Hispanic"
"15687","White","Black"
"15688","White","Black"
"15689","White","Black"
"15690","White","Black"
"15691","White","Black"
"15692","White","Black"
"15693","White","Black"
"15694","White","Black"
"15695","White","Black"
"15696","White","Black"
"15697","White","Black"
"15698","White","Black"
"15699","White","Black"
"15700","White",NA
"15701","White",NA
"15702","White","Hispanic"
"15703","White","White"
"15704","White","White"
"15705","White","White"
"15706","White","White"
"15707","Hispanic","Black"
"15708","Hispanic","Black"
"15709","Hispanic","Black"
"15710","Hispanic","Black"
"15711","Hispanic","Black"
"15712","Hispanic","Black"
"15713","Hispanic","Black"
"15714","Hispanic","Black"
"15715","Hispanic","Black"
"15716","Hispanic","Black"
"15717","Hispanic","Black"
"15718","Hispanic","Black"
"15719","Hispanic","Black"
"15720","Hispanic","Black"
"15721","White","Hispanic"
"15722","Hispanic","Hispanic"
"15723","Hispanic","Hispanic"
"15724","Hispanic","Black"
"15725","Hispanic","Black"
"15726","Hispanic","Black"
"15727","Hispanic","Hispanic"
"15728","Hispanic","Hispanic"
"15729","Hispanic","Hispanic"
"15730","Hispanic","Black"
"15731","Hispanic","Black"
"15732","Hispanic","Black"
"15733","Hispanic","Black"
"15734","Hispanic","Hispanic"
"15735","Hispanic","Hispanic"
"15736","Hispanic","Hispanic"
"15737","Hispanic","Hispanic"
"15738","Hispanic","Hispanic"
"15739","White","Black"
"15740","White","Black"
"15741","White","Hispanic"
"15742","White","Hispanic"
"15743","White","Hispanic"
"15744","White","Black"
"15745","White","Black"
"15746","White","Black"
"15747","White","Black"
"15748","White","Black"
"15749","White","Black"
"15750","White","Hispanic"
"15751","White","Hispanic"
"15752","White","Black"
"15753","White","Black"
"15754","White","Black"
"15755","White","Black"
"15756","White","Black"
"15757","White","Black"
"15758","White","White"
"15759","White","Black"
"15760","White","Black"
"15761","White","Black"
"15762","White","Black"
"15763","White","White"
"15764","White","White"
"15765","White","White"
"15766","White","Black"
"15767","White","White"
"15768","White","White"
"15769","White","Black"
"15770","White","White"
"15771","White","Black"
"15772","White","Black"
"15773","Black","Hispanic"
"15774","Black",NA
"15775","Black","Hispanic"
"15776","Black","Black"
"15777","Black",NA
"15778","White","White"
"15779","White","White"
"15780","White","Unknown"
"15781","White","White"
"15782","White","White"
"15783","White","White"
"15784","White","White"
"15785","Black","Black"
"15786","Black","Hispanic"
"15787","Black","Black"
"15788","Black","White"
"15789","Black","White"
"15790","White","White"
"15791","White","White"
"15792","Black","Black"
"15793","Black","Black"
"15794","White",NA
"15795","White","Black"
"15796","White","Black"
"15797","White","Black"
"15798","White","Black"
"15799","Hispanic","Asian"
"15800","Hispanic","White"
"15801","Hispanic","White"
"15802","White","Black"
"15803","White","Black"
"15804","White","Black"
"15805","White","Hispanic"
"15806","White","Hispanic"
"15807","Hispanic","Black"
"15808","Hispanic","Black"
"15809","Hispanic",NA
"15810","Hispanic",NA
"15811","Hispanic",NA
"15812","Hispanic",NA
"15813","Hispanic","Black"
"15814","Hispanic","Black"
"15815","Hispanic","Black"
"15816","Hispanic","Black"
"15817","Hispanic","Black"
"15818","White","White"
"15819","White","Hispanic"
"15820","White","Hispanic"
"15821","Black","Black"
"15822","Black","Black"
"15823","Black","Black"
"15824","Asian","Black"
"15825","Asian","Black"
"15826","Asian","Black"
"15827","Asian","Black"
"15828","Asian","Black"
"15829","Asian","Black"
"15830","Asian","Black"
"15831","Asian","Black"
"15832","Asian","Black"
"15833","Asian","Black"
"15834","Asian","Black"
"15835","Asian","Black"
"15836","Asian","Black"
"15837","Asian","Black"
"15838","Asian","Hispanic"
"15839","Asian","Hispanic"
"15840","Asian","Black"
"15841","Asian","Hispanic"
"15842","Asian","Hispanic"
"15843","Asian","Hispanic"
"15844","Asian","Hispanic"
"15845","Asian","Black"
"15846","Asian","Black"
"15847","Asian","Black"
"15848","Asian","Black"
"15849","White","Black"
"15850","White","Black"
"15851","White","Black"
"15852","White","Black"
"15853","White","Black"
"15854","White","Black"
"15855","White","Black"
"15856","White","Black"
"15857","White","Black"
"15858","Hispanic",NA
"15859","Hispanic",NA
"15860","Hispanic",NA
"15861","Hispanic","Black"
"15862","Hispanic","Black"
"15863","Hispanic","Black"
"15864","Hispanic","Black"
"15865","Hispanic","Black"
"15866","Hispanic","Black"
"15867","White","Hispanic"
"15868","White","White"
"15869","Black","Black"
"15870","Black","Black"
"15871","Black","Black"
"15872","Black",NA
"15873","Black","Black"
"15874","Black",NA
"15875","Black","Black"
"15876","Black","Black"
"15877","Black","Black"
"15878","Black","Black"
"15879","Black","White"
"15880","Black","Black"
"15881","Black","Black"
"15882","Black","Black"
"15883","Black","Black"
"15884","Black","Black"
"15885","Black","Black"
"15886","Black","Black"
"15887","Black","Black"
"15888","Black","Black"
"15889","Black","Black"
"15890","Black","Black"
"15891","Black","Black"
"15892","Black","Black"
"15893","Black","Black"
"15894","Black",NA
"15895","Black","Black"
"15896","Black","Black"
"15897","White","Black"
"15898","White","Black"
"15899","White","Black"
"15900","White","Black"
"15901","White",NA
"15902","White","Black"
"15903","White","Black"
"15904","White","Black"
"15905","White","Hispanic"
"15906","White","Black"
"15907","White","Black"
"15908","White","Hispanic"
"15909","White","Black"
"15910","White","Black"
"15911","White","Black"
"15912","White","Black"
"15913","White","Black"
"15914","White","Black"
"15915","White","Black"
"15916","White","Hispanic"
"15917","White","Hispanic"
"15918","White","Hispanic"
"15919","White","Black"
"15920","White","Black"
"15921","White","Black"
"15922","White","Black"
"15923","White","Other Race"
"15924","White","Other Race"
"15925","White","Black"
"15926","White","Black"
"15927","White","Black"
"15928","White","Black"
"15929","White","Black"
"15930","White","White"
"15931","White","White"
"15932","White","Hispanic"
"15933","White","Hispanic"
"15934","White","Hispanic"
"15935","White","Hispanic"
"15936","White","Hispanic"
"15937","White","White"
"15938","White","Black"
"15939","White","Black"
"15940","White","White"
"15941","White","White"
"15942","White",NA
"15943","White","Hispanic"
"15944","White","Hispanic"
"15945","White","Hispanic"
"15946","Hispanic","Black"
"15947","Hispanic",NA
"15948","Hispanic","Black"
"15949","Hispanic","Black"
"15950","Hispanic",NA
"15951","Hispanic","Black"
"15952","Hispanic","Black"
"15953","Hispanic","Black"
"15954","Hispanic","Black"
"15955","Hispanic","Black"
"15956","Hispanic","Black"
"15957","Hispanic","Black"
"15958","Hispanic","Black"
"15959","Hispanic","Black"
"15960","Hispanic",NA
"15961","Hispanic","Black"
"15962","Hispanic","Hispanic"
"15963","Hispanic","Hispanic"
"15964","Hispanic","Unknown"
"15965","Hispanic","Black"
"15966","Hispanic","Hispanic"
"15967","Hispanic","Unknown"
"15968","Black","Black"
"15969","Black","Black"
"15970","Black","Black"
"15971","Black","Black"
"15972","Black","Unknown"
"15973","White","Black"
"15974","White","White"
"15975","White","Hispanic"
"15976","White","Hispanic"
"15977","Hispanic","Black"
"15978","Hispanic","Black"
"15979","Hispanic","Black"
