"","mos_ethnicity","complainant_ethnicity"
"4775","White","Black"
"4776","White","Black"
"4777","White","Black"
"4778","White","Black"
"4779","Black","Black"
"4780","Black","Black"
"4781","Black","Black"
"4782","Black",NA
"4783","Black","Black"
"4784","Black","Black"
"4785","Black","Black"
"4786","Black","Black"
"4787","Black","Black"
"4788","Black","Black"
"4789","Black","Black"
"4790","Black","Black"
"4791","Black","Black"
"4792","Black","Black"
"4793","Black","Black"
"4794","Hispanic","Unknown"
"4795","Hispanic","White"
"4796","Hispanic","Hispanic"
"4797","Hispanic","Hispanic"
"4798","Hispanic","Hispanic"
"4799","Hispanic","Hispanic"
"4800","Hispanic","Hispanic"
"4801","Hispanic","Hispanic"
"4802","Hispanic","Black"
"4803","Hispanic",NA
"4804","Hispanic",NA
"4805","Hispanic","Black"
"4806","Hispanic","Black"
"4807","Hispanic","Black"
"4808","Hispanic","Black"
"4809","Hispanic","Black"
"4810","White","Black"
"4811","White","Black"
"4812","White","White"
"4813","White","White"
"4814","White","Black"
"4815","White","Black"
"4816","White","Black"
"4817","White","Black"
"4818","White","Black"
"4819","White","Black"
"4820","White","Black"
"4821","White","Unknown"
"4822","White","White"
"4823","White","Black"
"4824","White","Hispanic"
"4825","White","Hispanic"
"4826","White","Hispanic"
"4827","White","White"
"4828","White","White"
"4829","White","White"
"4830","White","White"
"4831","White","Black"
"4832","White","White"
"4833","White","Black"
"4834","White","Asian"
"4835","White","White"
"4836","White","Black"
"4837","White","Black"
"4838","White","White"
"4839","White","White"
"4840","White","Black"
"4841","White","Black"
"4842","White","Black"
"4843","White","Black"
"4844","White","Black"
"4845","White","Black"
"4846","White","Black"
"4847","White","Black"
"4848","White","Black"
"4849","White","Black"
"4850","Black",NA
"4851","Black",NA
"4852","Black",NA
"4853","Black",NA
"4854","Black",NA
"4855","Black",NA
"4856","Black",NA
"4857","Black",NA
"4858","Black",NA
"4859","Black",NA
"4860","Black",NA
"4861","Black",NA
"4862","Black",NA
"4863","Black",NA
"4864","Black",NA
"4865","Black",NA
"4866","Black","Black"
"4867","Black","Black"
"4868","Black","Black"
"4869","Black","Black"
"4870","Black",NA
"4871","Black","Unknown"
"4872","Black","Unknown"
"4873","Black","Unknown"
"4874","Black","Black"
"4875","Black","Black"
"4876","Black","Black"
"4877","Black","Black"
"4878","Black","Black"
"4879","Hispanic","Black"
"4880","Hispanic","Black"
"4881","Hispanic","Black"
"4882","Hispanic","Black"
"4883","Hispanic","Black"
"4884","Hispanic","Black"
"4885","Hispanic","Black"
"4886","Hispanic","Hispanic"
"4887","Hispanic","Hispanic"
"4888","Hispanic","Hispanic"
"4889","Hispanic","Hispanic"
"4890","Hispanic","Black"
"4891","White","Black"
"4892","White",NA
"4893","White","Black"
"4894","White",NA
"4895","White","Black"
"4896","White","Black"
"4897","White","Black"
"4898","White","Black"
"4899","White","Black"
"4900","White","Black"
"4901","White","Black"
"4902","White",NA
"4903","White",NA
"4904","White",NA
"4905","White",NA
"4906","White","Black"
"4907","White","Black"
"4908","Asian","Black"
"4909","Asian","White"
"4910","Asian","White"
"4911","Asian","White"
"4912","Asian","White"
"4913","Black","Black"
"4914","Black","Black"
"4915","Black","Black"
"4916","Black","Black"
"4917","Black","Black"
"4918","White",NA
"4919","White",NA
"4920","White",NA
"4921","White",NA
"4922","White",NA
"4923","White",NA
"4924","White",NA
"4925","White","Black"
"4926","White","White"
"4927","White","White"
"4928","White","White"
"4929","White","Hispanic"
"4930","White",NA
"4931","White","Hispanic"
"4932","White","Hispanic"
"4933","Hispanic","Black"
"4934","Hispanic","Black"
"4935","Hispanic","Black"
"4936","Hispanic","Black"
"4937","Hispanic","Black"
"4938","Hispanic","Black"
"4939","Hispanic",NA
"4940","Hispanic","Black"
"4941","Hispanic","Black"
"4942","Hispanic","Black"
"4943","Hispanic","Black"
"4944","Hispanic","Black"
"4945","Hispanic","Black"
"4946","Hispanic","Black"
"4947","Hispanic","Black"
"4948","Hispanic","Black"
"4949","Hispanic","Black"
"4950","Hispanic","Black"
"4951","Hispanic","Black"
"4952","Hispanic","Black"
"4953","Hispanic","Black"
"4954","Hispanic","Black"
"4955","Hispanic","Black"
"4956","White","Hispanic"
"4957","White","Hispanic"
"4958","White","Black"
"4959","White","Black"
"4960","White","Black"
"4961","White","Hispanic"
"4962","White","Hispanic"
"4963","White","Hispanic"
"4964","White","Hispanic"
"4965","White","Hispanic"
"4966","White","Black"
"4967","White","Black"
"4968","White",NA
"4969","Black","Hispanic"
"4970","Black","Black"
"4971","Black","Hispanic"
"4972","Black","Hispanic"
"4973","Black","Hispanic"
"4974","Black",NA
"4975","Black","Black"
"4976","Black","Black"
"4977","Black","Black"
"4978","Black","Unknown"
"4979","Black","Black"
"4980","Black","Unknown"
"4981","Black","Hispanic"
"4982","Black","Unknown"
"4983","Black","Hispanic"
"4984","Black","White"
"4985","Black","White"
"4986","Black","Black"
"4987","Black","Black"
"4988","Black",NA
"4989","Hispanic","White"
"4990","Hispanic","White"
"4991","Hispanic","White"
"4992","Hispanic","Unknown"
"4993","Hispanic","White"
"4994","Hispanic","White"
"4995","Black",NA
"4996","Black",NA
"4997","Black",NA
"4998","Black",NA
"4999","Black","Black"
"5000","Black","Black"
"5001","Black","Black"
"5002","Black","Black"
"5003","Black","Black"
"5004","Black","Black"
"5005","Black","Black"
"5006","Black","Black"
"5007","Black","Black"
"5008","Black","Black"
"5009","Black","Black"
"5010","Black","Black"
"5011","Black","Black"
"5012","Black","Black"
"5013","Black","Other Race"
"5014","Black","Other Race"
"5015","Black","Other Race"
"5016","Black",NA
"5017","Black","Black"
"5018","Black","Black"
"5019","Black","White"
"5020","Black","White"
"5021","Black","White"
"5022","Black","White"
"5023","Black","Black"
"5024","Asian","Refused"
"5025","Asian","White"
"5026","Hispanic","Black"
"5027","Hispanic","Black"
"5028","Hispanic","Black"
"5029","Hispanic","Black"
"5030","Hispanic","Black"
"5031","Hispanic","Black"
"5032","Hispanic","Black"
"5033","Hispanic","Black"
"5034","Hispanic","Black"
"5035","Hispanic","Black"
"5036","Hispanic","Black"
"5037","Hispanic",NA
"5038","Hispanic","Black"
"5039","Hispanic","Black"
"5040","Hispanic","Black"
"5041","Hispanic","Black"
"5042","Hispanic","Black"
"5043","Hispanic","Black"
"5044","Hispanic","Black"
"5045","Hispanic","Black"
"5046","Hispanic","Black"
"5047","Hispanic","Black"
"5048","Hispanic","Black"
"5049","Hispanic","Black"
"5050","Hispanic","Black"
"5051","Hispanic","White"
"5052","White","Black"
"5053","White","Black"
"5054","White","Black"
"5055","White","Black"
"5056","White","Black"
"5057","White","Black"
"5058","White","Black"
"5059","White","Unknown"
"5060","White",NA
"5061","White","Black"
"5062","White",NA
"5063","White",NA
"5064","White","Black"
"5065","White",NA
"5066","White",NA
"5067","White",NA
"5068","White","Black"
"5069","White",NA
"5070","White","Black"
"5071","White","Black"
"5072","White","Black"
"5073","White","Black"
"5074","White","Black"
"5075","White",NA
"5076","White",NA
"5077","White",NA
"5078","White",NA
"5079","White",NA
"5080","White","Black"
"5081","White","White"
"5082","White","White"
"5083","White","White"
"5084","White","White"
"5085","Black","Black"
"5086","Black",NA
"5087","Black","Black"
"5088","Black","Black"
"5089","White","Hispanic"
"5090","White","Hispanic"
"5091","White","Hispanic"
"5092","White","Black"
"5093","White","Hispanic"
"5094","White","Hispanic"
"5095","White",NA
"5096","White",NA
"5097","White",NA
"5098","White",NA
"5099","White","Unknown"
"5100","White","Unknown"
"5101","White","Unknown"
"5102","White",NA
"5103","White",NA
"5104","White",NA
"5105","White",NA
"5106","White",NA
"5107","White",NA
"5108","White",NA
"5109","White",NA
"5110","White",NA
"5111","White",NA
"5112","White",NA
"5113","White",NA
"5114","White",NA
"5115","White",NA
"5116","White",NA
"5117","White",NA
"5118","White","Black"
"5119","White","Black"
"5120","White","Hispanic"
"5121","White","Hispanic"
"5122","White","Hispanic"
"5123","White","Hispanic"
"5124","White","Black"
"5125","White","Black"
"5126","White","Black"
"5127","White","Black"
"5128","Black","Black"
"5129","Black","Black"
"5130","Black","Black"
"5131","Asian","Black"
"5132","Asian","Black"
"5133","Asian","Black"
"5134","Hispanic","White"
"5135","Hispanic","White"
"5136","Hispanic","White"
"5137","Hispanic","White"
"5138","Hispanic","Black"
"5139","Hispanic","Black"
"5140","Hispanic","Hispanic"
"5141","White","Asian"
"5142","White","Black"
"5143","White","Black"
"5144","White","Black"
"5145","White","Black"
"5146","White","Black"
"5147","White","Black"
"5148","Black","White"
"5149","Hispanic","Black"
"5150","Hispanic","Black"
"5151","Hispanic","Black"
"5152","Hispanic","Black"
"5153","Hispanic","Black"
"5154","Hispanic","Black"
"5155","Hispanic","Black"
"5156","Hispanic","Hispanic"
"5157","Hispanic","Hispanic"
"5158","Hispanic",NA
"5159","Hispanic","Unknown"
"5160","Hispanic","Unknown"
"5161","Hispanic","Black"
"5162","Hispanic","Hispanic"
"5163","Hispanic","Hispanic"
"5164","Hispanic","Hispanic"
"5165","Hispanic","Hispanic"
"5166","Hispanic","Hispanic"
"5167","Hispanic","Hispanic"
"5168","Hispanic","Hispanic"
"5169","Hispanic","Hispanic"
"5170","Hispanic","Hispanic"
"5171","Hispanic","Hispanic"
"5172","Hispanic","Hispanic"
"5173","Hispanic","Hispanic"
"5174","Hispanic","Hispanic"
"5175","Hispanic","Hispanic"
"5176","Black","Black"
"5177","Black","Black"
"5178","Hispanic","Black"
"5179","Hispanic","Hispanic"
"5180","Hispanic","Hispanic"
"5181","Hispanic","Hispanic"
"5182","Hispanic","Hispanic"
"5183","Hispanic","Hispanic"
"5184","Hispanic","Hispanic"
"5185","Hispanic","Hispanic"
"5186","Hispanic","Hispanic"
"5187","Hispanic","Hispanic"
"5188","Hispanic","Hispanic"
"5189","White","Black"
"5190","White","Black"
"5191","White","Black"
"5192","White","Black"
"5193","Hispanic","White"
"5194","Hispanic","White"
"5195","Hispanic","Black"
"5196","Hispanic","Asian"
"5197","Hispanic","Asian"
"5198","Hispanic","Hispanic"
"5199","Hispanic","Black"
"5200","Hispanic","Black"
"5201","Hispanic","Black"
"5202","Hispanic","Black"
"5203","White","Black"
"5204","White","Black"
"5205","White","Black"
"5206","White","Black"
"5207","White","Black"
"5208","White","Hispanic"
"5209","White","Black"
"5210","White","Black"
"5211","White","Black"
"5212","White","Black"
"5213","White",NA
"5214","White","Black"
"5215","White","Black"
"5216","White","Black"
"5217","White","Black"
"5218","White","Black"
"5219","White",NA
"5220","White",NA
"5221","White","Black"
"5222","White","Black"
"5223","White","Black"
"5224","White","Black"
"5225","White","Black"
"5226","White","Black"
"5227","White","Hispanic"
"5228","White","Hispanic"
"5229","White","Hispanic"
"5230","White","Hispanic"
"5231","White",NA
"5232","White","Black"
"5233","Hispanic","Hispanic"
"5234","Hispanic","Hispanic"
"5235","Hispanic","Hispanic"
"5236","Hispanic","Hispanic"
"5237","Hispanic","Black"
"5238","Hispanic","Hispanic"
"5239","Black","Unknown"
"5240","Black","Unknown"
"5241","Black","Unknown"
"5242","Hispanic","Asian"
"5243","White",NA
"5244","White",NA
"5245","White",NA
"5246","White",NA
"5247","White",NA
"5248","White",NA
"5249","White",NA
"5250","White",NA
"5251","White","Black"
"5252","White","Black"
"5253","White","Black"
"5254","White","Black"
"5255","White","Black"
"5256","White","Black"
"5257","White","Black"
"5258","White","Black"
"5259","White","White"
"5260","White","Black"
"5261","White","Black"
"5262","White","Black"
"5263","White","Black"
"5264","White","Black"
"5265","White","Black"
"5266","White","Black"
"5267","White","Black"
"5268","White","White"
"5269","White","White"
"5270","White","White"
"5271","White","White"
"5272","White","Black"
"5273","White","Black"
"5274","White","Black"
"5275","White","Black"
"5276","White","Black"
"5277","White","Hispanic"
"5278","White",NA
"5279","White",NA
"5280","White","Hispanic"
"5281","Hispanic",NA
"5282","Hispanic","Black"
"5283","Hispanic","Black"
"5284","Hispanic","Black"
"5285","Hispanic","Black"
"5286","Hispanic","Black"
"5287","Hispanic","Black"
"5288","Hispanic","Black"
"5289","Hispanic","Black"
"5290","Hispanic","Black"
"5291","Asian","Hispanic"
"5292","Asian","Black"
"5293","Asian","Black"
"5294","Asian","Hispanic"
"5295","Asian","Black"
"5296","Asian","Black"
"5297","White","Black"
"5298","White","Black"
"5299","White",NA
"5300","White",NA
"5301","White","White"
"5302","White","White"
"5303","White",NA
"5304","White","White"
"5305","White","White"
"5306","White","White"
"5307","Hispanic",NA
"5308","White","Hispanic"
"5309","White","Hispanic"
"5310","White","White"
"5311","White","Black"
"5312","White","Black"
"5313","White","Black"
"5314","White","Black"
"5315","White","Refused"
"5316","White","Refused"
"5317","Hispanic","Black"
"5318","White","White"
"5319","White","White"
"5320","White","White"
"5321","White","White"
"5322","White","White"
"5323","White","Black"
"5324","White",NA
"5325","White",NA
"5326","White","Black"
"5327","White","White"
"5328","White","White"
"5329","White","White"
"5330","White","Hispanic"
"5331","White","Black"
"5332","White","Black"
"5333","White","Black"
"5334","Hispanic","Black"
"5335","Hispanic","Black"
"5336","Hispanic","Hispanic"
"5337","Hispanic","Hispanic"
"5338","Hispanic","Hispanic"
"5339","Hispanic","Hispanic"
"5340","Hispanic",NA
"5341","Hispanic","Black"
"5342","Hispanic","Black"
"5343","Hispanic","Black"
"5344","Hispanic","Black"
"5345","Hispanic","Black"
"5346","Hispanic",NA
"5347","Hispanic","Hispanic"
"5348","Hispanic","Hispanic"
"5349","Hispanic","Hispanic"
"5350","Hispanic","Hispanic"
"5351","Hispanic","Hispanic"
"5352","Hispanic","Black"
"5353","Hispanic","Black"
"5354","Hispanic","Black"
"5355","Hispanic","Black"
"5356","White","Black"
"5357","White","Black"
"5358","White","Black"
"5359","White","Black"
"5360","White","Black"
"5361","White","Black"
"5362","White","Hispanic"
"5363","White","Black"
"5364","White","Black"
"5365","White","Black"
"5366","White","Black"
"5367","White","Black"
"5368","Hispanic","Black"
"5369","Hispanic","Black"
"5370","Hispanic","Hispanic"
"5371","Hispanic","Black"
"5372","White","Black"
"5373","White","Black"
"5374","White","White"
"5375","Black","Black"
"5376","Black","Black"
"5377","Black","Black"
"5378","Black","Black"
"5379","Black","Black"
"5380","Black","Black"
"5381","Hispanic","Black"
"5382","White","Hispanic"
"5383","White","Hispanic"
"5384","White","Hispanic"
"5385","White","Hispanic"
"5386","White","Black"
"5387","White","Hispanic"
"5388","White","Hispanic"
"5389","White","Hispanic"
"5390","Hispanic","Black"
"5391","Hispanic",NA
"5392","Hispanic","Black"
"5393","Hispanic","Other Race"
"5394","Hispanic","Other Race"
"5395","Hispanic","Other Race"
"5396","Hispanic","Other Race"
"5397","Hispanic","Other Race"
"5398","Hispanic","Other Race"
"5399","Hispanic","Other Race"
"5400","Hispanic","Hispanic"
"5401","Hispanic","Black"
"5402","Hispanic","Black"
"5403","Hispanic","Hispanic"
"5404","Hispanic","Black"
"5405","Hispanic","Other Race"
"5406","Black","White"
"5407","White",NA
"5408","White","Black"
"5409","White","White"
"5410","White","White"
"5411","White","Black"
"5412","White","Black"
"5413","White","White"
"5414","White","White"
"5415","White","White"
"5416","White","White"
"5417","Hispanic","Hispanic"
"5418","Hispanic","Hispanic"
"5419","Hispanic","Black"
"5420","Hispanic","Black"
"5421","Hispanic","Black"
"5422","Hispanic","Black"
"5423","Hispanic","Black"
"5424","White","Black"
"5425","White","Black"
"5426","White","Black"
"5427","White","White"
"5428","White","White"
"5429","White","Black"
"5430","White","Black"
"5431","White","Black"
"5432","White","Black"
"5433","White",NA
"5434","White","Black"
"5435","White","Black"
"5436","White","Black"
"5437","White","Black"
"5438","White","Black"
"5439","White","Black"
"5440","White","Black"
"5441","White","Black"
"5442","White","Black"
"5443","White","Black"
"5444","White","Black"
"5445","Black","Black"
"5446","White",NA
"5447","White",NA
"5448","White","Black"
"5449","White","Black"
"5450","White","Black"
"5451","White","Black"
"5452","White","Black"
"5453","White",NA
"5454","White","Hispanic"
"5455","White","Black"
"5456","White","Black"
"5457","White","Black"
"5458","White","Black"
"5459","White","Black"
"5460","White","Black"
"5461","White","Black"
"5462","White","Black"
"5463","White","Black"
"5464","White","Black"
"5465","White","Hispanic"
"5466","White","Hispanic"
"5467","White","Black"
"5468","White","Black"
"5469","White",NA
"5470","White",NA
"5471","White","Hispanic"
"5472","White","Black"
"5473","White","White"
"5474","White","White"
"5475","White","White"
"5476","White","White"
"5477","White","White"
"5478","White","Hispanic"
"5479","White","Black"
"5480","White","Black"
"5481","Hispanic","Unknown"
"5482","Hispanic","Hispanic"
"5483","Hispanic","Black"
"5484","Hispanic","Black"
"5485","Hispanic","Black"
"5486","Hispanic","Black"
"5487","Hispanic","Black"
"5488","Hispanic","Black"
"5489","White","White"
"5490","White","White"
"5491","White","American Indian"
"5492","White","American Indian"
"5493","White","White"
"5494","White",NA
"5495","White",NA
"5496","White","Unknown"
"5497","White","Hispanic"
"5498","White","Hispanic"
"5499","White","Hispanic"
"5500","White","Hispanic"
"5501","White","Black"
"5502","White","Hispanic"
"5503","White","Black"
"5504","White","Black"
"5505","White","Black"
"5506","White","Black"
"5507","White","Hispanic"
"5508","White","Hispanic"
"5509","White","Black"
"5510","White","Black"
"5511","White","Black"
"5512","White","Black"
"5513","White","Hispanic"
"5514","Asian","Black"
"5515","Asian","Hispanic"
"5516","Asian","Black"
"5517","Asian","Black"
"5518","Asian","Black"
"5519","Asian","Black"
"5520","White","White"
"5521","White","Hispanic"
"5522","Black","Black"
"5523","Black","Black"
"5524","Black","White"
"5525","Black","White"
"5526","Black","White"
"5527","Black","Other Race"
"5528","Black","Other Race"
"5529","Black","Other Race"
"5530","Black","Other Race"
"5531","Black","Black"
"5532","Black","Black"
"5533","Black","Black"
"5534","Black","Black"
"5535","Black","Hispanic"
"5536","Black",NA
"5537","Hispanic","Black"
"5538","Hispanic","Black"
"5539","Hispanic","Black"
"5540","Hispanic","Black"
"5541","Hispanic","Black"
"5542","Hispanic","Black"
"5543","Hispanic","Black"
"5544","Hispanic","Black"
"5545","Hispanic",NA
"5546","Hispanic","Black"
"5547","Asian","Black"
"5548","White","Black"
"5549","White","White"
"5550","White","White"
"5551","White","White"
"5552","White","White"
"5553","White","White"
"5554","Hispanic","Black"
"5555","Hispanic","Hispanic"
"5556","Hispanic","Black"
"5557","Hispanic","Black"
"5558","Black","Black"
"5559","Black","Black"
"5560","Black","White"
"5561","Black","White"
"5562","Black","Black"
"5563","White",NA
"5564","White",NA
"5565","White","Asian"
"5566","White","Asian"
"5567","White","Unknown"
"5568","White","Black"
"5569","Asian","Hispanic"
"5570","Asian","Hispanic"
"5571","Asian","Hispanic"
"5572","Asian",NA
"5573","Asian","Black"
"5574","Asian","Hispanic"
"5575","Asian","Hispanic"
"5576","Asian","Hispanic"
"5577","Asian","Hispanic"
"5578","Asian","Hispanic"
"5579","Asian","Hispanic"
"5580","Asian","Hispanic"
"5581","Asian","Hispanic"
"5582","Black","Black"
"5583","Black","Black"
"5584","Black","Hispanic"
"5585","Black","Black"
"5586","Black","Black"
"5587","White","Black"
"5588","White","Black"
"5589","White",NA
"5590","White",NA
"5591","White",NA
"5592","White","Hispanic"
"5593","White","Hispanic"
"5594","White","Hispanic"
"5595","White","Hispanic"
"5596","White","Hispanic"
"5597","White","Black"
"5598","White","Black"
"5599","White","Hispanic"
"5600","White",NA
"5601","White","Black"
"5602","White","Black"
"5603","White","Black"
"5604","White","Black"
"5605","White","Black"
"5606","White",NA
"5607","White",NA
"5608","White","White"
"5609","White","White"
"5610","White","White"
"5611","White","Black"
"5612","White","Black"
"5613","Black","Black"
"5614","Black","Black"
"5615","Black","Black"
"5616","Black","Black"
"5617","White","White"
"5618","White","White"
"5619","White","Black"
"5620","White","Hispanic"
"5621","White","Hispanic"
"5622","White","Black"
"5623","White","Unknown"
"5624","White","Refused"
"5625","White","Hispanic"
"5626","Hispanic","Black"
"5627","Hispanic","Unknown"
"5628","Hispanic","Unknown"
"5629","White","Black"
"5630","White","Black"
"5631","White","Black"
"5632","White","Hispanic"
"5633","Black","Black"
"5634","White","Black"
"5635","White","Black"
"5636","White","Hispanic"
"5637","White","Hispanic"
"5638","White","Asian"
"5639","White","White"
"5640","White","Refused"
"5641","White","White"
"5642","White","White"
"5643","White","Refused"
"5644","White","Hispanic"
"5645","White","Hispanic"
"5646","White","Hispanic"
"5647","Black","Black"
"5648","Black","Black"
"5649","Black","Black"
"5650","Black","Black"
"5651","Black","Black"
"5652","Black","Black"
"5653","Black","Black"
"5654","Black","Black"
"5655","Black","Black"
"5656","Black","Black"
"5657","Black","Black"
"5658","Black","Black"
"5659","Black","Black"
"5660","Black","Black"
"5661","Black","Black"
"5662","Black","Black"
"5663","Black","Black"
"5664","Black","Black"
"5665","Black","Hispanic"
"5666","Black","Black"
"5667","Black",NA
"5668","Black","Black"
"5669","Black","Black"
"5670","Black",NA
"5671","Hispanic","Hispanic"
"5672","Hispanic","Black"
"5673","Hispanic","Black"
"5674","Hispanic","Hispanic"
"5675","Hispanic","Black"
"5676","Hispanic","Black"
"5677","Hispanic","Black"
"5678","Hispanic","Black"
"5679","Hispanic","Black"
"5680","Hispanic","Black"
"5681","Hispanic","Black"
"5682","Hispanic",NA
"5683","Hispanic","Black"
"5684","Hispanic","Black"
"5685","Hispanic","Black"
"5686","Hispanic","Black"
"5687","Hispanic","Black"
"5688","Hispanic","Black"
"5689","Hispanic","Black"
"5690","Hispanic","Black"
"5691","Hispanic","Black"
"5692","White","Hispanic"
"5693","White","White"
"5694","White","White"
"5695","White",NA
"5696","White",NA
"5697","White","Hispanic"
"5698","White",NA
"5699","White","Black"
"5700","White","Black"
"5701","White","Black"
"5702","White","Black"
"5703","White","Black"
"5704","White","Black"
"5705","White","Black"
"5706","White","Black"
"5707","White","Hispanic"
"5708","White","Hispanic"
"5709","White","Black"
"5710","White","Black"
"5711","White","Black"
"5712","White",NA
"5713","Hispanic","Black"
"5714","White","Black"
"5715","White","Black"
"5716","White","Black"
"5717","White","Black"
"5718","White","Black"
"5719","White","Black"
"5720","White","Black"
"5721","White","Black"
"5722","White","Black"
"5723","White","Black"
"5724","White","Black"
"5725","White","Black"
"5726","White","Unknown"
"5727","White","Black"
"5728","White","Black"
"5729","White","Black"
"5730","White",NA
"5731","White","White"
"5732","White","Black"
"5733","White","White"
"5734","White","White"
"5735","White","Black"
"5736","White","Black"
"5737","White","Black"
"5738","White","Black"
"5739","White","Black"
"5740","White","Black"
"5741","White","Black"
"5742","White",NA
"5743","White",NA
"5744","White","Black"
"5745","White","Black"
"5746","White","Black"
"5747","White","Black"
"5748","White","White"
"5749","Black","Black"
"5750","Black","Black"
"5751","Black","Black"
"5752","Black","Black"
"5753","Hispanic","Hispanic"
"5754","Hispanic","Hispanic"
"5755","Hispanic",NA
"5756","Hispanic","Hispanic"
"5757","Hispanic","Hispanic"
"5758","Hispanic","Black"
"5759","Hispanic","Black"
"5760","White",NA
"5761","White",NA
"5762","White",NA
"5763","White",NA
"5764","White","White"
"5765","White","White"
"5766","White","White"
"5767","White","White"
"5768","White","White"
"5769","White",NA
"5770","White","Asian"
"5771","White","Asian"
"5772","White","Black"
"5773","White","Hispanic"
"5774","White","Hispanic"
"5775","White","Black"
"5776","White","Hispanic"
"5777","White","Hispanic"
"5778","White","Black"
"5779","White",NA
"5780","White","Hispanic"
"5781","White",NA
"5782","White",NA
"5783","White",NA
"5784","Hispanic",NA
"5785","Hispanic",NA
"5786","Hispanic","Black"
"5787","Hispanic","Black"
"5788","Hispanic","Black"
"5789","Hispanic","Black"
"5790","Hispanic","Black"
"5791","Hispanic","Black"
"5792","Hispanic","Black"
"5793","Hispanic","Black"
"5794","Hispanic","Black"
"5795","Hispanic","Black"
"5796","Hispanic","Hispanic"
"5797","Hispanic","Hispanic"
"5798","Hispanic","Hispanic"
"5799","Hispanic","Black"
"5800","Hispanic",NA
"5801","Hispanic",NA
"5802","Hispanic",NA
"5803","Hispanic",NA
"5804","Hispanic","Hispanic"
"5805","White",NA
"5806","White",NA
"5807","White",NA
"5808","White",NA
"5809","Asian","Asian"
"5810","Asian",NA
"5811","Asian","White"
"5812","Asian","White"
"5813","Asian","White"
"5814","White","Hispanic"
"5815","White","Hispanic"
"5816","White","Hispanic"
"5817","White","Hispanic"
"5818","White","Black"
"5819","White","Black"
"5820","White","Black"
"5821","White","Black"
"5822","White","Black"
"5823","White","Black"
"5824","White","Black"
"5825","Hispanic","Black"
"5826","Hispanic","Black"
"5827","Hispanic","Black"
"5828","Hispanic","Black"
"5829","Hispanic","Black"
"5830","Hispanic","Black"
"5831","Hispanic","Black"
"5832","Hispanic","Hispanic"
"5833","Hispanic","Hispanic"
"5834","Hispanic",NA
"5835","Hispanic","Black"
"5836","Hispanic","Black"
"5837","Hispanic","Black"
"5838","Hispanic","Black"
"5839","Hispanic","Black"
"5840","Hispanic","Black"
"5841","Hispanic","Black"
"5842","Hispanic","Black"
"5843","Hispanic","Black"
"5844","White",NA
"5845","White",NA
"5846","White",NA
"5847","White",NA
"5848","Hispanic","Black"
"5849","Hispanic","Black"
"5850","Hispanic","Black"
"5851","Hispanic","Black"
"5852","White",NA
"5853","Black","Black"
"5854","Black","Black"
"5855","Black","Black"
"5856","Black","White"
"5857","Black","White"
"5858","Black","White"
"5859","Black","White"
"5860","Black","White"
"5861","Black","Black"
"5862","Black","Black"
"5863","Black","Hispanic"
"5864","Black","Black"
"5865","Black","Black"
"5866","Black","Black"
"5867","Black","Black"
"5868","Black","Hispanic"
"5869","Black","Black"
"5870","Black","Black"
"5871","Black","Black"
"5872","Black","Other Race"
"5873","Black",NA
"5874","Black",NA
"5875","Black","Other Race"
"5876","Black","Black"
"5877","White","White"
"5878","White","White"
"5879","White","White"
"5880","White","White"
"5881","White","White"
"5882","White","White"
"5883","White","White"
"5884","White","Hispanic"
"5885","White","Hispanic"
"5886","White","Hispanic"
"5887","White","Hispanic"
"5888","White","Hispanic"
"5889","White","Black"
"5890","White","Black"
"5891","White","Black"
"5892","White","Black"
"5893","White","Black"
"5894","White","Black"
"5895","White","Black"
"5896","White","Black"
"5897","White","Black"
"5898","White","Black"
"5899","White",NA
"5900","White","Black"
"5901","White","Black"
"5902","White",NA
"5903","White","Black"
"5904","White","Black"
"5905","White","Black"
"5906","White","Hispanic"
"5907","White","Unknown"
"5908","White","Unknown"
"5909","White","Hispanic"
"5910","White","Hispanic"
"5911","White",NA
"5912","White","Unknown"
"5913","White","Hispanic"
"5914","White","Hispanic"
"5915","White","Unknown"
"5916","White","Unknown"
"5917","White","Hispanic"
"5918","White","Hispanic"
"5919","White","Hispanic"
"5920","White","Hispanic"
"5921","White","Hispanic"
"5922","White","Hispanic"
"5923","White","Hispanic"
"5924","White","Hispanic"
"5925","White","Hispanic"
"5926","White","Hispanic"
"5927","White","Hispanic"
"5928","White","Hispanic"
"5929","White","Hispanic"
"5930","White","Hispanic"
"5931","White","Black"
"5932","White","Black"
"5933","White","Black"
"5934","White",NA
"5935","White",NA
"5936","White",NA
"5937","White","Hispanic"
"5938","White",NA
"5939","White",NA
"5940","White",NA
"5941","White",NA
"5942","White",NA
"5943","Hispanic","Hispanic"
"5944","Hispanic","Black"
"5945","Hispanic","Black"
"5946","Hispanic","White"
"5947","Hispanic","White"
"5948","Hispanic","Black"
"5949","Hispanic","Unknown"
"5950","Hispanic","Unknown"
"5951","Hispanic","White"
"5952","Hispanic","White"
"5953","Hispanic","White"
"5954","Hispanic","White"
"5955","Asian","Hispanic"
"5956","Asian","Hispanic"
"5957","Asian","Hispanic"
"5958","Asian",NA
"5959","Asian","Hispanic"
"5960","Asian","Hispanic"
"5961","Black","Hispanic"
"5962","Black","Hispanic"
"5963","Black","Black"
"5964","Black","Black"
"5965","Black","Black"
"5966","Black","Black"
"5967","Black","Black"
"5968","Black","Black"
"5969","Black","Black"
